Community_Name,Country,Crop_Type,Farm_Size,Tech_Adoption_Index,Drone_Usage,Mobile_Tech,Annual_Yield,Fertilizer_Type,Irrigation,Weather_Station,Annual_Rainfall
Harvest Agri Society,Ghana,Maize,25.27,21,No,Mobile Apps,727.63,Inorganic,Sprinkler,No,1074.22
Meadow Growers Coalition,South Africa,Rice,65.37,53,No,None,931.65,Inorganic,Drip,No,484.59
Valley Agri Society,Nigeria,Maize,55.8,88,No,None,893.58,Inorganic,Drip,Yes,558.52
Meadow Growers Coalition,Tanzania,Rice,8.72,84,No,Mobile Apps,359.49,Organic,None,Yes,1066.37
River Cultivators Club,South Africa,Barley,53.13,35,No,Mobile Apps,509.65,Inorganic,Drip,Yes,976.87
River Agricultural Association,Kenya,Rice,79.33,57,No,SMS,772.54,None,Sprinkler,No,1044.76
Golden Cultivators Club,Nigeria,Wheat,9.04,19,Yes,None,924.88,Inorganic,Drip,No,1191.8
Green Farmers Group,Kenya,Wheat,89.08,15,No,None,403.45,None,Drip,Yes,1091.55
Green Growers Coalition,South Africa,Barley,58.25,91,Yes,Mobile Apps,500.0,Inorganic,Sprinkler,No,816.37
Mountain Growers Coalition,Nigeria,Sorghum,95.11,55,Yes,SMS,909.53,Organic,None,Yes,648.61
Sunrise Growers Coalition,Tanzania,Wheat,15.67,92,No,Mobile Apps,422.64,Inorganic,Drip,No,855.74
Green Agri Society,Tanzania,Barley,99.36,49,Yes,None,532.46,None,None,Yes,910.87
Mountain Agricultural Association,Tanzania,Maize,64.78,89,No,None,914.05,None,Drip,No,668.25
Green Cultivators Club,Ghana,Sorghum,57.18,65,Yes,None,822.02,Inorganic,Sprinkler,No,1016.75
Harvest Growers Coalition,Kenya,Wheat,52.01,73,No,None,319.09,None,None,Yes,474.2
Mountain Agricultural Association,South Africa,Barley,3.34,12,No,SMS,392.32,Organic,Drip,No,1023.51
Valley Farmers Group,Nigeria,Barley,94.02,14,No,None,417.66,Inorganic,None,Yes,425.6
Golden Agri Society,Kenya,Maize,64.76,72,No,Mobile Apps,921.46,None,Drip,No,798.37
Valley Farmers Union,South Africa,Maize,10.07,26,No,SMS,999.04,Inorganic,Sprinkler,Yes,1089.15
Valley Agri Society,Ghana,Sorghum,3.07,7,Yes,SMS,796.6,Inorganic,Sprinkler,Yes,469.2
Sunrise Cultivators Club,South Africa,Wheat,6.03,69,No,None,535.89,Inorganic,Drip,Yes,814.19
Meadow Growers Coalition,Kenya,Barley,61.33,99,No,SMS,109.16,Inorganic,Drip,No,527.51
Harvest Cultivators Club,South Africa,Sorghum,61.79,49,Yes,None,727.74,Inorganic,None,Yes,1115.85
Valley Farmers Group,Nigeria,Sorghum,50.47,87,No,SMS,450.43,Organic,Drip,No,1065.88
Mountain Farmers Union,Ghana,Maize,31.37,66,Yes,SMS,669.69,Inorganic,None,Yes,1147.13
Savannah Cultivators Club,Nigeria,Barley,53.64,25,No,Mobile Apps,646.02,Organic,Drip,No,1099.99
Golden Agricultural Association,Ghana,Rice,52.11,35,Yes,Mobile Apps,532.75,Inorganic,Sprinkler,Yes,989.24
Valley Farmers Group,Ghana,Maize,2.92,20,No,Mobile Apps,949.95,None,None,No,547.91
Sunrise Growers Coalition,South Africa,Barley,28.96,76,No,SMS,120.83,Inorganic,None,No,642.0
Harvest Cultivators Club,Nigeria,Sorghum,6.27,51,Yes,Mobile Apps,740.92,Inorganic,Sprinkler,No,797.48
Meadow Agricultural Association,Ghana,Sorghum,90.12,10,Yes,Mobile Apps,468.86,None,None,Yes,871.12
Prairie Farmers Union,Ghana,Wheat,72.8,7,Yes,Mobile Apps,742.41,Organic,Sprinkler,Yes,1025.75
Sunrise Farmers Group,South Africa,Rice,99.62,56,Yes,SMS,707.7,Organic,Sprinkler,No,581.57
Prairie Agricultural Association,Kenya,Maize,30.91,45,Yes,None,109.21,Organic,Sprinkler,No,502.62
Green Cultivators Club,Kenya,Wheat,87.97,77,No,Mobile Apps,356.8,Organic,Drip,No,786.09
Golden Cultivators Club,Tanzania,Wheat,60.7,96,No,SMS,270.18,None,Sprinkler,Yes,526.27
Sunrise Agri Society,Tanzania,Rice,45.86,1,Yes,SMS,250.29,Organic,None,Yes,954.99
Prairie Farmers Group,Ghana,Maize,23.03,63,Yes,None,755.63,Organic,Drip,No,860.5
Meadow Growers Coalition,Kenya,Maize,74.1,51,Yes,Mobile Apps,315.6,Organic,Sprinkler,Yes,992.89
Green Agri Society,Ghana,Sorghum,90.51,64,No,SMS,527.26,Organic,Sprinkler,Yes,450.75
Prairie Farmers Union,Nigeria,Maize,24.3,10,No,SMS,322.29,Organic,Sprinkler,Yes,1171.76
Savannah Agri Society,Kenya,Wheat,18.36,5,Yes,SMS,622.21,Inorganic,None,Yes,400.0
Mountain Farmers Group,Kenya,Sorghum,69.93,95,No,None,748.52,Inorganic,Drip,Yes,660.35
Mountain Cultivators Club,Kenya,Maize,97.72,78,Yes,Mobile Apps,397.97,Organic,Drip,No,943.71
Sunrise Agri Society,Tanzania,Rice,75.25,75,No,SMS,642.72,None,Drip,No,436.11
Green Cultivators Club,South Africa,Wheat,29.17,63,Yes,SMS,842.37,None,None,Yes,466.68
Savannah Farmers Union,South Africa,Barley,42.58,100,Yes,SMS,184.8,Inorganic,Sprinkler,No,461.35
Mountain Cultivators Club,Tanzania,Rice,39.05,92,No,SMS,739.6,None,Drip,Yes,865.21
Meadow Agricultural Association,Tanzania,Rice,85.36,54,No,Mobile Apps,390.83,Inorganic,Sprinkler,No,1116.74
River Farmers Union,Tanzania,Maize,77.37,43,Yes,Mobile Apps,210.38,Organic,None,Yes,844.35
Green Farmers Union,South Africa,Sorghum,59.31,85,Yes,SMS,591.09,Organic,Drip,Yes,882.86
Harvest Cultivators Club,Ghana,Sorghum,28.22,13,No,SMS,303.64,None,None,Yes,676.8
Mountain Agri Society,Tanzania,Wheat,93.86,82,Yes,SMS,839.23,None,Drip,No,414.99
River Growers Coalition,Ghana,Maize,65.68,4,Yes,None,138.61,None,Drip,No,417.29
Sunrise Farmers Group,Ghana,Sorghum,97.08,98,Yes,None,188.79,Organic,Sprinkler,No,1110.65
Prairie Agri Society,Nigeria,Barley,58.43,24,Yes,None,568.9,Organic,None,Yes,482.06
Savannah Cultivators Club,South Africa,Maize,82.3,49,Yes,SMS,630.05,None,Drip,Yes,1199.83
River Cultivators Club,Ghana,Maize,81.5,72,Yes,None,756.9,None,Drip,No,531.54
River Farmers Union,South Africa,Sorghum,34.4,70,No,Mobile Apps,333.33,None,None,No,939.71
Harvest Growers Coalition,South Africa,Rice,96.44,81,No,None,857.58,None,Sprinkler,Yes,1159.16
Mountain Cultivators Club,Nigeria,Maize,3.17,1,Yes,SMS,957.83,Inorganic,None,Yes,689.83
Meadow Agricultural Association,South Africa,Rice,77.1,9,Yes,Mobile Apps,549.14,None,Drip,Yes,987.55
Valley Agricultural Association,Ghana,Wheat,96.59,1,No,SMS,784.48,None,None,No,680.69
Meadow Farmers Union,Kenya,Wheat,34.55,59,Yes,Mobile Apps,572.36,Inorganic,Sprinkler,Yes,643.95
Harvest Farmers Union,Ghana,Sorghum,65.16,44,No,None,162.52,Inorganic,Sprinkler,Yes,561.44
Savannah Farmers Union,Ghana,Wheat,56.66,7,No,None,393.5,Inorganic,Sprinkler,Yes,1056.75
River Farmers Group,South Africa,Sorghum,76.39,57,Yes,Mobile Apps,178.74,Inorganic,Sprinkler,Yes,605.91
River Farmers Union,Ghana,Sorghum,86.75,6,Yes,Mobile Apps,989.99,None,Sprinkler,No,626.53
Mountain Cultivators Club,Kenya,Rice,60.7,98,Yes,SMS,306.12,Organic,Sprinkler,Yes,1199.18
Harvest Farmers Group,South Africa,Rice,81.77,86,No,Mobile Apps,672.31,Organic,Sprinkler,No,661.85
Green Farmers Group,Tanzania,Wheat,31.92,71,No,SMS,355.91,Organic,Drip,Yes,738.22
Sunrise Farmers Group,Ghana,Rice,23.63,20,Yes,Mobile Apps,687.92,Organic,None,No,1192.04
Valley Growers Coalition,Ghana,Maize,43.64,96,Yes,Mobile Apps,289.36,Organic,Sprinkler,No,695.44
Green Cultivators Club,Nigeria,Barley,68.1,46,Yes,None,806.74,Organic,None,No,692.92
Harvest Agri Society,Tanzania,Maize,19.54,0,No,None,199.73,Inorganic,None,No,1062.17
Valley Growers Coalition,Tanzania,Maize,68.35,11,Yes,SMS,905.64,Inorganic,Drip,Yes,649.54
Mountain Cultivators Club,Kenya,Sorghum,40.02,74,No,SMS,856.38,Organic,None,No,587.03
Harvest Agri Society,Tanzania,Barley,79.76,47,Yes,SMS,710.93,None,None,No,738.57
Prairie Farmers Group,Nigeria,Sorghum,4.65,93,Yes,Mobile Apps,160.67,None,Sprinkler,Yes,960.51
Green Growers Coalition,Kenya,Rice,67.13,3,No,Mobile Apps,287.71,Organic,Sprinkler,No,434.59
Golden Agri Society,Tanzania,Rice,65.33,33,No,SMS,873.43,None,None,No,699.13
Meadow Farmers Union,Kenya,Barley,94.15,86,No,Mobile Apps,209.78,Inorganic,Sprinkler,Yes,677.0
Harvest Farmers Group,Tanzania,Wheat,71.62,31,No,None,240.34,Inorganic,Drip,No,595.85
Green Farmers Group,Tanzania,Rice,79.83,2,No,Mobile Apps,589.6,None,None,Yes,923.43
Savannah Agricultural Association,Tanzania,Maize,90.55,91,No,None,346.76,Organic,None,No,631.99
Savannah Farmers Group,Ghana,Barley,67.83,67,Yes,SMS,299.87,Inorganic,Drip,No,885.39
Valley Farmers Group,Tanzania,Barley,29.73,56,No,Mobile Apps,618.23,None,Drip,No,803.47
Golden Agricultural Association,Ghana,Rice,87.11,75,Yes,SMS,435.32,None,Drip,Yes,573.75
Savannah Farmers Union,South Africa,Rice,75.01,23,Yes,None,226.5,Inorganic,Drip,No,613.25
Mountain Farmers Union,Nigeria,Sorghum,43.02,32,Yes,SMS,581.37,Inorganic,None,Yes,536.48
River Farmers Group,Kenya,Sorghum,71.34,2,No,None,448.31,Organic,Sprinkler,No,445.3
Mountain Farmers Group,Kenya,Maize,86.9,3,No,None,761.07,None,Sprinkler,No,895.35
Sunrise Farmers Group,South Africa,Barley,97.59,29,Yes,SMS,192.48,Organic,Sprinkler,No,938.23
Valley Cultivators Club,Tanzania,Wheat,95.28,69,Yes,None,658.55,Inorganic,Sprinkler,No,532.8
Green Farmers Group,Nigeria,Wheat,33.21,48,Yes,SMS,492.84,None,Drip,Yes,892.31
Prairie Growers Coalition,South Africa,Barley,42.75,29,No,SMS,465.46,Inorganic,Sprinkler,Yes,1185.67
Savannah Agricultural Association,South Africa,Maize,11.84,71,Yes,SMS,309.06,Inorganic,Sprinkler,Yes,459.52
Prairie Cultivators Club,Kenya,Sorghum,25.51,81,No,None,127.38,Inorganic,None,No,792.3
Mountain Growers Coalition,Ghana,Sorghum,88.36,15,Yes,None,862.92,Organic,None,Yes,986.43
Meadow Agricultural Association,Ghana,Sorghum,36.72,52,No,Mobile Apps,393.77,Inorganic,Sprinkler,Yes,436.81
Mountain Agricultural Association,Tanzania,Wheat,62.43,5,No,SMS,712.98,Organic,Drip,No,1022.62
River Agricultural Association,Tanzania,Wheat,66.93,23,Yes,SMS,952.83,Inorganic,Sprinkler,Yes,1183.61
Harvest Cultivators Club,South Africa,Maize,78.4,91,No,SMS,608.49,Inorganic,Drip,No,470.79
Valley Farmers Union,Tanzania,Wheat,19.1,95,Yes,SMS,457.43,None,None,No,1057.78
Harvest Cultivators Club,Ghana,Rice,31.18,88,Yes,SMS,341.45,Inorganic,Drip,Yes,702.87
Golden Cultivators Club,Nigeria,Wheat,45.39,27,Yes,SMS,940.64,None,Sprinkler,Yes,515.29
Golden Cultivators Club,Kenya,Sorghum,37.12,20,Yes,SMS,713.87,None,None,No,794.55
Green Farmers Union,Ghana,Maize,98.31,7,Yes,Mobile Apps,698.75,Organic,Sprinkler,No,457.21
River Agricultural Association,Tanzania,Barley,83.66,35,No,Mobile Apps,483.54,None,Sprinkler,No,817.68
Sunrise Farmers Union,Kenya,Barley,48.49,8,Yes,SMS,860.54,None,Drip,No,415.49
Mountain Farmers Union,Kenya,Maize,88.05,39,No,SMS,742.3,Inorganic,Sprinkler,Yes,982.89
Golden Agri Society,South Africa,Rice,35.42,84,Yes,Mobile Apps,354.86,Inorganic,Sprinkler,No,790.38
Valley Growers Coalition,Tanzania,Barley,78.8,50,Yes,Mobile Apps,639.62,Organic,None,Yes,767.15
Golden Agri Society,South Africa,Sorghum,23.14,0,No,SMS,487.17,None,Drip,No,556.95
Sunrise Farmers Group,Kenya,Barley,77.46,62,Yes,SMS,105.93,None,Drip,Yes,689.01
Sunrise Cultivators Club,South Africa,Barley,46.19,67,Yes,Mobile Apps,826.86,Organic,None,No,545.5
Green Cultivators Club,Tanzania,Sorghum,11.64,73,No,Mobile Apps,210.55,Inorganic,None,No,988.31
Valley Farmers Union,Ghana,Wheat,28.05,25,No,SMS,558.96,None,Drip,Yes,559.22
Meadow Agri Society,Nigeria,Rice,40.83,39,Yes,Mobile Apps,402.6,Organic,None,No,893.4
Savannah Farmers Group,Ghana,Sorghum,75.18,2,Yes,SMS,407.88,Inorganic,Drip,Yes,623.69
Prairie Cultivators Club,Kenya,Sorghum,8.23,8,Yes,None,529.63,Organic,None,No,925.59
Meadow Agri Society,Ghana,Maize,66.3,31,Yes,SMS,997.32,Organic,Drip,No,832.36
Mountain Cultivators Club,South Africa,Rice,71.89,66,Yes,SMS,467.54,None,Drip,No,738.75
Mountain Farmers Union,Tanzania,Wheat,65.74,3,Yes,SMS,264.1,Inorganic,None,Yes,938.4
Savannah Farmers Group,Ghana,Sorghum,76.31,5,Yes,Mobile Apps,652.25,None,Sprinkler,No,732.58
Harvest Agri Society,Ghana,Wheat,18.64,72,Yes,SMS,312.66,None,Sprinkler,Yes,1057.1
Mountain Agri Society,Tanzania,Sorghum,59.12,25,Yes,SMS,194.99,Inorganic,None,No,983.68
Prairie Agricultural Association,South Africa,Sorghum,94.17,1,No,Mobile Apps,145.16,Inorganic,Drip,Yes,832.51
Mountain Farmers Union,Nigeria,Maize,61.47,65,No,None,120.59,Inorganic,None,Yes,1101.65
Sunrise Cultivators Club,Ghana,Barley,61.52,84,Yes,None,488.05,None,Sprinkler,No,1063.09
Meadow Agri Society,Kenya,Rice,73.91,85,No,Mobile Apps,484.05,Inorganic,Drip,No,825.47
Meadow Cultivators Club,South Africa,Maize,33.99,2,No,SMS,266.99,Inorganic,Drip,No,454.76
Golden Growers Coalition,South Africa,Wheat,70.35,34,Yes,None,805.62,Inorganic,Drip,No,852.8
Mountain Farmers Union,Ghana,Sorghum,91.71,58,No,None,216.34,Organic,Sprinkler,Yes,684.21
River Cultivators Club,Tanzania,Sorghum,2.08,37,No,Mobile Apps,923.79,Inorganic,Sprinkler,Yes,832.09
Sunrise Farmers Union,Ghana,Rice,87.14,32,No,None,628.82,None,Drip,No,917.7
Meadow Agricultural Association,Ghana,Maize,22.64,14,No,None,124.85,Organic,Drip,Yes,915.87
Valley Agricultural Association,Tanzania,Maize,46.14,74,No,Mobile Apps,966.68,None,Sprinkler,No,938.82
Sunrise Farmers Union,Kenya,Wheat,85.38,73,Yes,None,377.15,Organic,Sprinkler,No,943.41
Golden Farmers Union,Tanzania,Maize,82.57,99,Yes,SMS,504.98,Inorganic,Drip,No,487.43
Savannah Growers Coalition,Ghana,Maize,89.3,13,No,Mobile Apps,355.84,Organic,None,No,553.37
Meadow Agri Society,Nigeria,Barley,94.1,65,No,SMS,755.58,None,None,No,904.43
River Farmers Union,Tanzania,Rice,45.27,44,No,SMS,537.11,Organic,None,Yes,726.54
Sunrise Farmers Group,Kenya,Maize,65.98,47,Yes,Mobile Apps,219.14,Inorganic,Sprinkler,No,1010.28
Valley Agricultural Association,Tanzania,Wheat,39.66,43,No,None,193.78,Inorganic,None,Yes,499.93
Green Cultivators Club,Tanzania,Sorghum,35.72,36,Yes,Mobile Apps,752.84,None,None,No,553.22
Golden Agricultural Association,South Africa,Maize,43.73,28,No,None,313.37,Organic,Sprinkler,No,846.77
Mountain Cultivators Club,South Africa,Maize,74.56,98,No,SMS,224.01,None,None,No,800.6
Savannah Farmers Union,Ghana,Sorghum,50.64,83,Yes,None,549.48,None,Drip,No,613.12
Meadow Growers Coalition,Ghana,Barley,81.59,84,Yes,SMS,822.49,None,Sprinkler,Yes,726.67
River Farmers Union,Tanzania,Rice,74.78,33,Yes,SMS,350.9,Inorganic,Drip,Yes,427.99
Green Agricultural Association,Nigeria,Barley,3.03,58,No,SMS,348.79,Organic,None,No,429.63
Green Growers Coalition,Ghana,Wheat,63.39,42,No,Mobile Apps,850.49,Inorganic,Drip,No,475.94
Golden Farmers Group,Tanzania,Maize,44.22,32,Yes,None,233.05,Inorganic,Sprinkler,No,861.43
Prairie Farmers Group,Tanzania,Barley,46.21,18,No,None,655.05,Inorganic,None,No,1090.97
Harvest Agri Society,Tanzania,Rice,82.02,7,Yes,None,959.51,Organic,Sprinkler,Yes,608.18
Mountain Cultivators Club,Tanzania,Wheat,55.21,30,Yes,SMS,857.17,Inorganic,None,Yes,427.15
Prairie Farmers Union,Tanzania,Barley,88.68,10,No,Mobile Apps,155.63,Inorganic,Sprinkler,No,966.9
Mountain Agricultural Association,South Africa,Maize,71.57,7,No,None,387.92,Inorganic,Sprinkler,Yes,1084.28
Valley Cultivators Club,Kenya,Rice,55.73,24,No,None,228.14,Organic,Drip,Yes,510.54
Prairie Growers Coalition,Kenya,Maize,75.7,19,No,Mobile Apps,954.32,Organic,Sprinkler,No,708.6
River Growers Coalition,Tanzania,Maize,4.8,37,No,None,987.35,None,Sprinkler,Yes,526.99
Sunrise Agri Society,Ghana,Wheat,3.68,6,No,Mobile Apps,311.49,Inorganic,Drip,No,485.09
Meadow Farmers Group,Nigeria,Rice,9.25,76,No,Mobile Apps,702.73,Inorganic,None,Yes,918.53
Golden Farmers Union,Tanzania,Sorghum,44.32,38,Yes,None,857.47,Organic,None,Yes,1174.03
Green Farmers Group,Nigeria,Maize,24.31,73,Yes,Mobile Apps,310.31,Organic,Sprinkler,No,942.53
Valley Growers Coalition,South Africa,Rice,98.44,71,No,Mobile Apps,268.91,Inorganic,Drip,Yes,1187.85
Meadow Agricultural Association,Kenya,Maize,54.69,19,Yes,None,110.09,None,None,Yes,747.52
Savannah Agricultural Association,South Africa,Barley,66.58,80,Yes,SMS,470.77,None,Drip,Yes,1118.3
Mountain Agricultural Association,Ghana,Barley,28.6,10,Yes,None,909.49,Inorganic,Sprinkler,Yes,564.07
Golden Farmers Union,Ghana,Rice,32.86,15,Yes,None,912.68,None,Drip,Yes,494.32
Meadow Farmers Group,Tanzania,Wheat,34.21,100,No,SMS,214.97,None,Sprinkler,No,962.02
Golden Agri Society,Ghana,Sorghum,70.17,41,Yes,Mobile Apps,283.92,Inorganic,None,No,697.13
Prairie Farmers Group,Ghana,Barley,47.9,95,Yes,None,467.24,None,None,Yes,654.15
River Agricultural Association,South Africa,Wheat,52.25,89,No,SMS,802.56,Organic,None,No,937.02
Harvest Farmers Group,Nigeria,Sorghum,59.61,51,Yes,SMS,650.67,Inorganic,None,Yes,666.79
Savannah Cultivators Club,Kenya,Barley,77.11,36,Yes,None,562.46,Organic,Drip,Yes,858.05
Harvest Growers Coalition,Ghana,Sorghum,9.95,51,No,None,632.74,Inorganic,Drip,No,639.56
Harvest Growers Coalition,Ghana,Maize,77.91,8,Yes,SMS,186.58,Organic,Drip,Yes,1027.01
Harvest Agricultural Association,South Africa,Rice,56.76,34,No,None,529.9,None,Sprinkler,No,649.91
River Farmers Union,Kenya,Barley,67.24,66,No,SMS,992.86,Organic,None,Yes,828.0
Savannah Growers Coalition,South Africa,Barley,33.43,94,No,None,179.6,Organic,None,Yes,418.54
Savannah Growers Coalition,Nigeria,Maize,41.53,6,Yes,SMS,567.32,Organic,None,No,1033.38
Savannah Farmers Union,South Africa,Barley,23.89,1,Yes,None,366.08,Organic,Drip,Yes,896.27
Savannah Agri Society,Kenya,Barley,97.95,24,No,None,585.92,Organic,Drip,No,553.79
Golden Growers Coalition,Kenya,Barley,50.2,75,No,None,616.44,Inorganic,None,No,572.3
Valley Agri Society,Ghana,Barley,99.61,93,No,Mobile Apps,619.73,Organic,Sprinkler,Yes,609.99
Savannah Farmers Union,Nigeria,Barley,49.49,93,Yes,None,866.99,Organic,Drip,Yes,861.22
Harvest Cultivators Club,Tanzania,Wheat,22.76,92,Yes,SMS,450.77,Inorganic,None,No,838.65
Savannah Farmers Union,Ghana,Barley,51.24,40,No,SMS,564.72,Inorganic,None,Yes,619.09
Harvest Agricultural Association,South Africa,Maize,4.92,74,Yes,Mobile Apps,109.84,None,None,Yes,955.25
Mountain Agri Society,South Africa,Barley,90.57,51,Yes,Mobile Apps,810.6,Organic,Sprinkler,No,1111.23
Valley Farmers Union,Kenya,Sorghum,82.04,86,No,Mobile Apps,333.54,Organic,None,Yes,434.81
Green Agricultural Association,Kenya,Sorghum,72.86,80,Yes,None,834.9,None,Drip,Yes,733.76
Harvest Farmers Group,Kenya,Maize,61.37,76,Yes,None,339.07,Organic,Sprinkler,No,874.82
River Agricultural Association,Tanzania,Wheat,58.4,96,No,SMS,109.71,None,Sprinkler,Yes,869.15
Meadow Cultivators Club,Tanzania,Maize,99.68,64,Yes,SMS,239.35,Inorganic,None,Yes,415.63
Mountain Agri Society,Ghana,Wheat,28.52,76,Yes,None,987.11,Organic,Drip,Yes,568.45
Mountain Farmers Union,Tanzania,Rice,78.19,37,Yes,SMS,387.82,Organic,Drip,Yes,449.46
Mountain Agri Society,Kenya,Sorghum,58.56,66,No,None,197.94,Inorganic,None,Yes,855.17
Sunrise Agricultural Association,Ghana,Sorghum,97.61,79,Yes,Mobile Apps,206.88,Organic,None,Yes,916.31
Mountain Growers Coalition,Ghana,Sorghum,82.95,41,Yes,None,379.31,Inorganic,Drip,No,527.79
Golden Farmers Group,Nigeria,Wheat,99.85,70,Yes,None,133.88,Inorganic,Sprinkler,Yes,666.41
Meadow Agri Society,Tanzania,Maize,59.24,53,Yes,None,560.34,None,Sprinkler,Yes,663.84
Prairie Farmers Union,South Africa,Wheat,21.25,66,Yes,SMS,292.37,Inorganic,None,Yes,1055.84
Sunrise Growers Coalition,South Africa,Sorghum,50.87,77,No,None,567.38,None,None,No,555.73
Savannah Growers Coalition,Nigeria,Sorghum,71.4,63,Yes,None,226.69,Inorganic,Drip,Yes,838.65
Valley Farmers Group,Kenya,Sorghum,77.66,79,No,None,486.87,None,Drip,No,1026.35
Green Cultivators Club,Nigeria,Sorghum,1.05,3,Yes,Mobile Apps,638.13,None,Drip,No,1063.66
River Farmers Group,Kenya,Rice,51.0,30,No,None,155.8,None,Drip,No,933.25
Green Growers Coalition,Tanzania,Sorghum,24.29,12,No,None,458.87,None,None,No,639.62
River Farmers Group,Tanzania,Wheat,87.62,26,Yes,None,372.27,Organic,None,No,1058.44
River Agricultural Association,Ghana,Sorghum,16.14,58,No,SMS,316.32,Inorganic,Drip,Yes,993.73
Meadow Agri Society,Ghana,Barley,66.98,64,Yes,Mobile Apps,644.08,Inorganic,None,Yes,963.58
Harvest Farmers Union,Ghana,Rice,27.34,63,No,Mobile Apps,629.69,Inorganic,None,Yes,453.87
Golden Agricultural Association,Ghana,Sorghum,36.3,24,Yes,None,667.63,Inorganic,Drip,Yes,434.61
Sunrise Farmers Union,South Africa,Barley,94.12,36,Yes,None,242.99,None,Sprinkler,No,956.29
Golden Agricultural Association,Ghana,Wheat,24.8,74,Yes,SMS,357.14,Organic,Sprinkler,No,1155.84
Green Agri Society,Ghana,Rice,10.41,72,Yes,None,288.71,Inorganic,Drip,No,1018.98
Mountain Cultivators Club,Ghana,Sorghum,7.86,70,No,SMS,586.45,Inorganic,Sprinkler,No,1065.18
Meadow Cultivators Club,Kenya,Wheat,50.96,13,Yes,None,514.96,Inorganic,None,No,835.99
Harvest Agri Society,Ghana,Barley,64.53,93,Yes,SMS,397.26,None,Sprinkler,No,643.67
Green Cultivators Club,Nigeria,Rice,33.4,23,Yes,Mobile Apps,807.41,Inorganic,Drip,Yes,942.19
Green Agri Society,Ghana,Sorghum,69.34,66,No,None,184.58,Inorganic,Drip,Yes,969.58
River Agricultural Association,Ghana,Wheat,7.04,47,Yes,SMS,977.41,Organic,Sprinkler,Yes,940.29
Valley Growers Coalition,South Africa,Rice,85.88,90,No,SMS,204.89,None,Sprinkler,Yes,1157.37
Green Growers Coalition,Ghana,Barley,81.84,64,No,None,795.76,Organic,None,No,693.74
Harvest Growers Coalition,Kenya,Sorghum,98.56,37,Yes,SMS,431.41,Inorganic,Sprinkler,No,431.73
Mountain Farmers Union,Tanzania,Rice,93.71,89,No,None,878.74,None,Sprinkler,No,1126.76
Harvest Growers Coalition,Ghana,Barley,36.26,69,Yes,None,166.75,Inorganic,Sprinkler,Yes,528.4
Sunrise Agri Society,Ghana,Barley,40.53,58,No,SMS,437.25,Inorganic,None,Yes,957.85
Sunrise Agri Society,Ghana,Wheat,74.85,11,Yes,SMS,401.9,None,Sprinkler,Yes,1098.56
Sunrise Farmers Group,South Africa,Barley,14.27,53,Yes,SMS,993.84,Organic,None,Yes,648.11
Harvest Growers Coalition,Tanzania,Barley,32.09,50,Yes,Mobile Apps,986.99,None,None,Yes,1064.33
Golden Cultivators Club,South Africa,Maize,12.74,37,No,None,270.82,None,Drip,Yes,665.65
Golden Farmers Group,South Africa,Barley,46.03,45,No,None,666.95,Organic,Drip,No,1035.41
Harvest Cultivators Club,South Africa,Sorghum,55.65,98,No,Mobile Apps,581.97,None,None,Yes,455.86
Golden Growers Coalition,Kenya,Rice,21.9,9,No,Mobile Apps,238.94,Organic,None,Yes,924.19
Sunrise Cultivators Club,Tanzania,Sorghum,3.64,8,Yes,SMS,251.0,Organic,None,Yes,941.71
Valley Agri Society,Kenya,Sorghum,72.22,86,Yes,None,990.33,None,Drip,No,793.14
Golden Cultivators Club,Kenya,Wheat,2.98,93,No,Mobile Apps,507.46,None,None,Yes,949.67
River Cultivators Club,Tanzania,Maize,97.37,51,No,Mobile Apps,213.22,Organic,Drip,Yes,1138.55
